armyPerception,civilianPerception,myWorld,percentCivilianGlassesWearers,redCrossPerception,totalNumberArmy,totalNumberCivilians,totalNumberRedCross,totalZombified
3.67958984375,2.42626953125,1,0.1005859375,4.40615234375,10,100,10,5
2.51708984375,3.58876953125,2,0.4755859375,4.01865234375,10,100,10,4
2.51708984375,3.58876953125,0,0.4755859375,4.01865234375,10,100,10,6
2.51708984375,3.58876953125,1,0.4755859375,4.01865234375,10,100,10,16
2.51708984375,3.58876953125,0,0.4755859375,4.01865234375,10,100,10,8
2.51708984375,3.58876953125,2,0.4755859375,4.01865234375,10,100,10,2
2.51708984375,3.58876953125,1,0.4755859375,4.01865234375,10,100,10,4
2.51708984375,3.58876953125,0,0.4755859375,4.01865234375,10,100,10,4
2.51708984375,3.58876953125,2,0.4755859375,4.01865234375,10,100,10,6
2.51708984375,3.58876953125,1,0.4755859375,4.01865234375,10,100,10,16
2.51708984375,3.58876953125,1,0.4755859375,4.01865234375,10,100,10,7
2.51708984375,3.58876953125,0,0.4755859375,4.01865234375,10,100,10,24
2.51708984375,3.58876953125,2,0.4755859375,4.01865234375,10,100,10,5
2.51708984375,3.58876953125,1,0.4755859375,4.01865234375,10,100,10,5
2.51708984375,3.58876953125,0,0.4755859375,4.01865234375,10,100,10,1
3.29208984375,4.36376953125,2,0.7255859375,1.69365234375,10,100,10,6
3.29208984375,4.36376953125,1,0.7255859375,1.69365234375,10,100,10,7
3.29208984375,4.36376953125,0,0.7255859375,1.69365234375,10,100,10,1
2.51708984375,3.58876953125,2,0.4755859375,4.01865234375,10,100,10,4
3.29208984375,4.36376953125,2,0.7255859375,1.69365234375,10,100,10,10
3.29208984375,4.36376953125,1,0.7255859375,1.69365234375,10,100,10,7
3.29208984375,4.36376953125,0,0.7255859375,1.69365234375,10,100,10,13
3.29208984375,4.36376953125,2,0.7255859375,1.69365234375,10,100,10,3
3.29208984375,4.36376953125,1,0.7255859375,1.69365234375,10,100,10,7
3.29208984375,4.36376953125,0,0.7255859375,1.69365234375,10,100,10,8
3.29208984375,4.36376953125,2,0.7255859375,1.69365234375,10,100,10,8
3.29208984375,4.36376953125,1,0.7255859375,1.69365234375,10,100,10,6
2.51708984375,3.58876953125,0,0.4755859375,4.01865234375,10,100,10,11
3.29208984375,4.36376953125,0,0.7255859375,1.69365234375,10,100,10,3
3.29208984375,4.36376953125,2,0.7255859375,1.69365234375,10,100,10,2
4.06708984375,2.03876953125,2,0.9755859375,2.4686523437499996,10,100,10,7
4.06708984375,2.03876953125,1,0.9755859375,2.4686523437499996,10,100,10,3
4.06708984375,2.03876953125,0,0.9755859375,2.4686523437499996,10,100,10,17
4.06708984375,2.03876953125,2,0.9755859375,2.4686523437499996,10,100,10,2
1.57255859375,1.96611328125,0,0.9521484375,3.51005859375,10,100,10,5
1.57255859375,1.96611328125,1,0.9521484375,3.51005859375,10,100,10,7
1.57255859375,1.96611328125,2,0.9521484375,3.51005859375,10,100,10,15
1.57255859375,1.96611328125,0,0.9521484375,3.51005859375,10,100,10,7
1.57255859375,1.96611328125,1,0.9521484375,3.51005859375,10,100,10,17
1.57255859375,1.96611328125,2,0.9521484375,3.51005859375,10,100,10,7
1.57255859375,1.96611328125,0,0.9521484375,3.51005859375,10,100,10,3
1.57255859375,1.96611328125,1,0.9521484375,3.51005859375,10,100,10,21
1.57255859375,1.96611328125,2,0.9521484375,3.51005859375,10,100,10,9
1.57255859375,1.96611328125,0,0.9521484375,3.51005859375,10,100,10,36
1.57255859375,1.96611328125,1,0.9521484375,3.51005859375,10,100,10,6
1.57255859375,1.96611328125,2,0.9521484375,3.51005859375,10,100,10,2
1.57255859375,1.96611328125,0,0.9521484375,3.51005859375,10,100,10,5
1.57255859375,1.96611328125,1,0.9521484375,3.51005859375,10,100,10,17
1.57255859375,1.96611328125,2,0.9521484375,3.51005859375,10,100,10,7
1.57255859375,1.96611328125,0,0.9521484375,3.51005859375,10,100,10,36
1.57255859375,1.96611328125,1,0.9521484375,3.51005859375,10,100,10,5
1.57255859375,1.96611328125,2,0.9521484375,3.51005859375,10,100,10,6
1.57255859375,1.96611328125,0,0.9521484375,3.51005859375,10,100,10,11
1.57255859375,1.96611328125,1,0.9521484375,3.51005859375,10,100,10,3
1.57255859375,1.96611328125,2,0.9521484375,3.51005859375,10,100,10,42
1.57255859375,1.96611328125,0,0.9521484375,3.51005859375,10,100,10,7
1.57255859375,1.96611328125,1,0.9521484375,3.51005859375,10,100,10,18
1.57255859375,1.96611328125,2,0.9521484375,3.51005859375,10,100,10,3
1.57255859375,1.96611328125,0,0.9521484375,3.51005859375,10,100,10,15
1.57255859375,1.96611328125,1,0.9521484375,3.51005859375,10,100,10,12
1.57255859375,1.96611328125,2,0.9521484375,3.51005859375,10,100,10,11
1.57255859375,1.96611328125,0,0.9521484375,3.51005859375,10,100,10,5
1.57255859375,1.96611328125,1,0.9521484375,3.51005859375,10,100,10,17
1.57255859375,1.96611328125,2,0.9521484375,3.51005859375,10,100,10,23
3.12255859375,3.51611328125,0,0.4521484375,1.96005859375,10,100,10,4
3.12255859375,3.51611328125,1,0.4521484375,1.96005859375,10,100,10,2
3.12255859375,3.51611328125,2,0.4521484375,1.96005859375,10,100,10,16
3.12255859375,3.51611328125,0,0.4521484375,1.96005859375,10,100,10,18
3.12255859375,3.51611328125,1,0.4521484375,1.96005859375,10,100,10,6
3.12255859375,3.51611328125,2,0.4521484375,1.96005859375,10,100,10,8
3.12255859375,3.51611328125,0,0.4521484375,1.96005859375,10,100,10,3
3.12255859375,3.51611328125,1,0.4521484375,1.96005859375,10,100,10,5
3.12255859375,3.51611328125,2,0.4521484375,1.96005859375,10,100,10,4
3.12255859375,3.51611328125,0,0.4521484375,1.96005859375,10,100,10,7
3.12255859375,3.51611328125,1,0.4521484375,1.96005859375,10,100,10,2
3.12255859375,3.51611328125,2,0.4521484375,1.96005859375,10,100,10,3
3.12255859375,3.51611328125,0,0.4521484375,1.96005859375,10,100,10,7
3.12255859375,3.51611328125,1,0.4521484375,1.96005859375,10,100,10,9
3.12255859375,3.51611328125,2,0.4521484375,1.96005859375,10,100,10,3
3.12255859375,3.51611328125,0,0.4521484375,1.96005859375,10,100,10,19
3.12255859375,3.51611328125,1,0.4521484375,1.96005859375,10,100,10,4
3.12255859375,3.51611328125,2,0.4521484375,1.96005859375,10,100,10,2
3.12255859375,3.51611328125,0,0.4521484375,1.96005859375,10,100,10,3
3.12255859375,3.51611328125,1,0.4521484375,1.96005859375,10,100,10,2
3.12255859375,3.51611328125,2,0.4521484375,1.96005859375,10,100,10,7
3.12255859375,3.51611328125,0,0.4521484375,1.96005859375,10,100,10,8
3.12255859375,3.51611328125,1,0.4521484375,1.96005859375,10,100,10,8
3.12255859375,3.51611328125,2,0.4521484375,1.96005859375,10,100,10,3
3.12255859375,3.51611328125,0,0.4521484375,1.96005859375,10,100,10,7
3.12255859375,3.51611328125,1,0.4521484375,1.96005859375,10,100,10,11
3.12255859375,3.51611328125,2,0.4521484375,1.96005859375,10,100,10,11
3.12255859375,3.51611328125,0,0.4521484375,1.96005859375,10,100,10,2
3.12255859375,3.51611328125,1,0.4521484375,1.96005859375,10,100,10,7
3.12255859375,3.51611328125,2,0.4521484375,1.96005859375,10,100,10,14
2.34755859375,4.29111328125,0,0.7021484375,4.28505859375,10,100,10,6
2.34755859375,4.29111328125,1,0.7021484375,4.28505859375,10,100,10,4
2.34755859375,4.29111328125,2,0.7021484375,4.28505859375,10,100,10,5
2.34755859375,4.29111328125,0,0.7021484375,4.28505859375,10,100,10,18
2.34755859375,4.29111328125,1,0.7021484375,4.28505859375,10,100,10,3
2.34755859375,4.29111328125,2,0.7021484375,4.28505859375,10,100,10,2
2.34755859375,4.29111328125,0,0.7021484375,4.28505859375,10,100,10,2
2.34755859375,4.29111328125,1,0.7021484375,4.28505859375,10,100,10,4
2.34755859375,4.29111328125,2,0.7021484375,4.28505859375,10,100,10,5
2.34755859375,4.29111328125,0,0.7021484375,4.28505859375,10,100,10,9
2.34755859375,4.29111328125,1,0.7021484375,4.28505859375,10,100,10,4
2.34755859375,4.29111328125,2,0.7021484375,4.28505859375,10,100,10,2
2.34755859375,4.29111328125,0,0.7021484375,4.28505859375,10,100,10,4
2.34755859375,4.29111328125,1,0.7021484375,4.28505859375,10,100,10,10
2.34755859375,4.29111328125,2,0.7021484375,4.28505859375,10,100,10,0
2.34755859375,4.29111328125,0,0.7021484375,4.28505859375,10,100,10,26
2.34755859375,4.29111328125,1,0.7021484375,4.28505859375,10,100,10,3
2.34755859375,4.29111328125,2,0.7021484375,4.28505859375,10,100,10,2
2.34755859375,4.29111328125,0,0.7021484375,4.28505859375,10,100,10,13
2.34755859375,4.29111328125,1,0.7021484375,4.28505859375,10,100,10,6
2.34755859375,4.29111328125,2,0.7021484375,4.28505859375,10,100,10,7
2.34755859375,4.29111328125,0,0.7021484375,4.28505859375,10,100,10,2
2.34755859375,4.29111328125,1,0.7021484375,4.28505859375,10,100,10,12
2.34755859375,4.29111328125,2,0.7021484375,4.28505859375,10,100,10,4
2.34755859375,4.29111328125,0,0.7021484375,4.28505859375,10,100,10,11
2.34755859375,4.29111328125,1,0.7021484375,4.28505859375,10,100,10,10
2.34755859375,4.29111328125,2,0.7021484375,4.28505859375,10,100,10,9
2.34755859375,4.29111328125,0,0.7021484375,4.28505859375,10,100,10,1
2.34755859375,4.29111328125,1,0.7021484375,4.28505859375,10,100,10,4
2.34755859375,4.29111328125,2,0.7021484375,4.28505859375,10,100,10,16
3.89755859375,2.7411132812499996,0,0.2021484375,2.73505859375,10,100,10,5
3.89755859375,2.7411132812499996,1,0.2021484375,2.73505859375,10,100,10,3
3.89755859375,2.7411132812499996,2,0.2021484375,2.73505859375,10,100,10,11
3.89755859375,2.7411132812499996,0,0.2021484375,2.73505859375,10,100,10,28
3.89755859375,2.7411132812499996,1,0.2021484375,2.73505859375,10,100,10,3
3.89755859375,2.7411132812499996,2,0.2021484375,2.73505859375,10,100,10,8
3.89755859375,2.7411132812499996,0,0.2021484375,2.73505859375,10,100,10,2
3.89755859375,2.7411132812499996,1,0.2021484375,2.73505859375,10,100,10,1
3.89755859375,2.7411132812499996,2,0.2021484375,2.73505859375,10,100,10,8
3.89755859375,2.7411132812499996,0,0.2021484375,2.73505859375,10,100,10,10
3.89755859375,2.7411132812499996,1,0.2021484375,2.73505859375,10,100,10,7
3.89755859375,2.7411132812499996,2,0.2021484375,2.73505859375,10,100,10,3
3.89755859375,2.7411132812499996,0,0.2021484375,2.73505859375,10,100,10,10
3.89755859375,2.7411132812499996,1,0.2021484375,2.73505859375,10,100,10,12
3.89755859375,2.7411132812499996,2,0.2021484375,2.73505859375,10,100,10,15
3.89755859375,2.7411132812499996,0,0.2021484375,2.73505859375,10,100,10,7
3.89755859375,2.7411132812499996,1,0.2021484375,2.73505859375,10,100,10,3
3.89755859375,2.7411132812499996,2,0.2021484375,2.73505859375,10,100,10,18
3.89755859375,2.7411132812499996,0,0.2021484375,2.73505859375,10,100,10,6
3.89755859375,2.7411132812499996,1,0.2021484375,2.73505859375,10,100,10,3
3.89755859375,2.7411132812499996,2,0.2021484375,2.73505859375,10,100,10,6
3.89755859375,2.7411132812499996,0,0.2021484375,2.73505859375,10,100,10,6
3.89755859375,2.7411132812499996,1,0.2021484375,2.73505859375,10,100,10,5
3.89755859375,2.7411132812499996,2,0.2021484375,2.73505859375,10,100,10,2
3.89755859375,2.7411132812499996,0,0.2021484375,2.73505859375,10,100,10,10
3.89755859375,2.7411132812499996,1,0.2021484375,2.73505859375,10,100,10,10
3.89755859375,2.7411132812499996,2,0.2021484375,2.73505859375,10,100,10,6
3.89755859375,2.7411132812499996,0,0.2021484375,2.73505859375,10,100,10,1
3.89755859375,2.7411132812499996,1,0.2021484375,2.73505859375,10,100,10,8
3.89755859375,2.7411132812499996,2,0.2021484375,2.73505859375,10,100,10,11
2.73505859375,2.35361328125,0,0.0771484375,1.57255859375,10,100,10,6
2.73505859375,2.35361328125,1,0.0771484375,1.57255859375,10,100,10,5
2.73505859375,2.35361328125,2,0.0771484375,1.57255859375,10,100,10,15
2.73505859375,2.35361328125,0,0.0771484375,1.57255859375,10,100,10,12
2.73505859375,2.35361328125,1,0.0771484375,1.57255859375,10,100,10,14
2.73505859375,2.35361328125,2,0.0771484375,1.57255859375,10,100,10,8
2.73505859375,2.35361328125,0,0.0771484375,1.57255859375,10,100,10,2
2.73505859375,2.35361328125,1,0.0771484375,1.57255859375,10,100,10,6
2.73505859375,2.35361328125,2,0.0771484375,1.57255859375,10,100,10,6
2.73505859375,2.35361328125,0,0.0771484375,1.57255859375,10,100,10,25
2.73505859375,2.35361328125,1,0.0771484375,1.57255859375,10,100,10,10
2.73505859375,2.35361328125,2,0.0771484375,1.57255859375,10,100,10,5
2.73505859375,2.35361328125,0,0.0771484375,1.57255859375,10,100,10,19
2.73505859375,2.35361328125,1,0.0771484375,1.57255859375,10,100,10,4
2.73505859375,2.35361328125,2,0.0771484375,1.57255859375,10,100,10,5
2.73505859375,2.35361328125,0,0.0771484375,1.57255859375,10,100,10,56
2.73505859375,2.35361328125,1,0.0771484375,1.57255859375,10,100,10,5
2.73505859375,2.35361328125,2,0.0771484375,1.57255859375,10,100,10,24
2.73505859375,2.35361328125,0,0.0771484375,1.57255859375,10,100,10,3
2.73505859375,2.35361328125,1,0.0771484375,1.57255859375,10,100,10,9
2.73505859375,2.35361328125,2,0.0771484375,1.57255859375,10,100,10,12
2.73505859375,2.35361328125,0,0.0771484375,1.57255859375,10,100,10,7
2.73505859375,2.35361328125,1,0.0771484375,1.57255859375,10,100,10,11
2.73505859375,2.35361328125,2,0.0771484375,1.57255859375,10,100,10,5
2.73505859375,2.35361328125,0,0.0771484375,1.57255859375,10,100,10,33
2.73505859375,2.35361328125,1,0.0771484375,1.57255859375,10,100,10,34
2.73505859375,2.35361328125,2,0.0771484375,1.57255859375,10,100,10,14
2.73505859375,2.35361328125,0,0.0771484375,1.57255859375,10,100,10,0
2.73505859375,2.35361328125,1,0.0771484375,1.57255859375,10,100,10,10
2.73505859375,2.35361328125,2,0.0771484375,1.57255859375,10,100,10,6
4.28505859375,3.90361328125,0,0.5771484375,3.12255859375,10,100,10,2
4.28505859375,3.90361328125,1,0.5771484375,3.12255859375,10,100,10,5
4.28505859375,3.90361328125,2,0.5771484375,3.12255859375,10,100,10,6
4.28505859375,3.90361328125,0,0.5771484375,3.12255859375,10,100,10,19
4.28505859375,3.90361328125,1,0.5771484375,3.12255859375,10,100,10,8
4.28505859375,3.90361328125,2,0.5771484375,3.12255859375,10,100,10,3
4.28505859375,3.90361328125,0,0.5771484375,3.12255859375,10,100,10,3
4.28505859375,3.90361328125,1,0.5771484375,3.12255859375,10,100,10,2
4.28505859375,3.90361328125,2,0.5771484375,3.12255859375,10,100,10,6
4.28505859375,3.90361328125,0,0.5771484375,3.12255859375,10,100,10,6
4.28505859375,3.90361328125,1,0.5771484375,3.12255859375,10,100,10,4
4.28505859375,3.90361328125,2,0.5771484375,3.12255859375,10,100,10,1
4.28505859375,3.90361328125,0,0.5771484375,3.12255859375,10,100,10,6
4.28505859375,3.90361328125,1,0.5771484375,3.12255859375,10,100,10,11
4.28505859375,3.90361328125,2,0.5771484375,3.12255859375,10,100,10,7
4.28505859375,3.90361328125,0,0.5771484375,3.12255859375,10,100,10,13
4.28505859375,3.90361328125,1,0.5771484375,3.12255859375,10,100,10,3
4.28505859375,3.90361328125,2,0.5771484375,3.12255859375,10,100,10,1
4.28505859375,3.90361328125,0,0.5771484375,3.12255859375,10,100,10,3
4.28505859375,3.90361328125,1,0.5771484375,3.12255859375,10,100,10,3
4.28505859375,3.90361328125,2,0.5771484375,3.12255859375,10,100,10,11
4.28505859375,3.90361328125,0,0.5771484375,3.12255859375,10,100,10,5
4.28505859375,3.90361328125,1,0.5771484375,3.12255859375,10,100,10,2
4.28505859375,3.90361328125,2,0.5771484375,3.12255859375,10,100,10,0
4.28505859375,3.90361328125,0,0.5771484375,3.12255859375,10,100,10,12
4.28505859375,3.90361328125,1,0.5771484375,3.12255859375,10,100,10,15
4.28505859375,3.90361328125,2,0.5771484375,3.12255859375,10,100,10,4
4.28505859375,3.90361328125,0,0.5771484375,3.12255859375,10,100,10,0
4.28505859375,3.90361328125,1,0.5771484375,3.12255859375,10,100,10,5
4.28505859375,3.90361328125,2,0.5771484375,3.12255859375,10,100,10,7
1.96005859375,3.12861328125,0,0.3271484375,2.34755859375,10,100,10,14
1.96005859375,3.12861328125,1,0.3271484375,2.34755859375,10,100,10,3
1.96005859375,3.12861328125,2,0.3271484375,2.34755859375,10,100,10,12
1.96005859375,3.12861328125,0,0.3271484375,2.34755859375,10,100,10,38
1.96005859375,3.12861328125,1,0.3271484375,2.34755859375,10,100,10,9
1.96005859375,3.12861328125,2,0.3271484375,2.34755859375,10,100,10,7
1.96005859375,3.12861328125,0,0.3271484375,2.34755859375,10,100,10,6
1.96005859375,3.12861328125,1,0.3271484375,2.34755859375,10,100,10,9
1.96005859375,3.12861328125,2,0.3271484375,2.34755859375,10,100,10,11
1.96005859375,3.12861328125,0,0.3271484375,2.34755859375,10,100,10,18
1.96005859375,3.12861328125,1,0.3271484375,2.34755859375,10,100,10,10
1.96005859375,3.12861328125,2,0.3271484375,2.34755859375,10,100,10,3
1.96005859375,3.12861328125,0,0.3271484375,2.34755859375,10,100,10,7
1.96005859375,3.12861328125,1,0.3271484375,2.34755859375,10,100,10,9
1.96005859375,3.12861328125,2,0.3271484375,2.34755859375,10,100,10,0
1.96005859375,3.12861328125,0,0.3271484375,2.34755859375,10,100,10,43
1.96005859375,3.12861328125,1,0.3271484375,2.34755859375,10,100,10,4
1.96005859375,3.12861328125,2,0.3271484375,2.34755859375,10,100,10,3
1.96005859375,3.12861328125,0,0.3271484375,2.34755859375,10,100,10,13
1.96005859375,3.12861328125,1,0.3271484375,2.34755859375,10,100,10,5
4.4697265625,1.9267578125,1,0.193359375,3.4767578125,10,100,10,10
4.4697265625,1.9267578125,0,0.193359375,3.4767578125,10,100,10,15
4.4697265625,1.9267578125,2,0.193359375,3.4767578125,10,100,10,10
1.5634765625,2.1205078125,1,0.380859375,2.1205078125,10,100,10,12
4.4697265625,1.9267578125,1,0.193359375,3.4767578125,10,100,10,6
1.5634765625,2.1205078125,1,0.380859375,2.1205078125,10,100,10,15
1.5634765625,2.1205078125,0,0.380859375,2.1205078125,10,100,10,5
1.5634765625,2.1205078125,2,0.380859375,2.1205078125,10,100,10,5
1.5634765625,2.1205078125,2,0.380859375,2.1205078125,10,100,10,14
1.5634765625,2.1205078125,1,0.380859375,2.1205078125,10,100,10,32
1.5634765625,2.1205078125,0,0.380859375,2.1205078125,10,100,10,23
3.1134765625,3.6705078125,0,0.880859375,3.6705078125,10,100,10,3
1.5634765625,2.1205078125,2,0.380859375,2.1205078125,10,100,10,5
1.5634765625,2.1205078125,1,0.380859375,2.1205078125,10,100,10,3
1.5634765625,2.1205078125,0,0.380859375,2.1205078125,10,100,10,11
3.1134765625,3.6705078125,1,0.880859375,3.6705078125,10,100,10,3
1.5634765625,2.1205078125,2,0.380859375,2.1205078125,10,100,10,19
1.5634765625,2.1205078125,1,0.380859375,2.1205078125,10,100,10,8
1.5634765625,2.1205078125,0,0.380859375,2.1205078125,10,100,10,16
1.5634765625,2.1205078125,2,0.380859375,2.1205078125,10,100,10,6
3.1134765625,3.6705078125,2,0.880859375,3.6705078125,10,100,10,7
1.5634765625,2.1205078125,1,0.380859375,2.1205078125,10,100,10,3
1.5634765625,2.1205078125,0,0.380859375,2.1205078125,10,100,10,46
1.5634765625,2.1205078125,2,0.380859375,2.1205078125,10,100,10,17
3.1134765625,3.6705078125,0,0.880859375,3.6705078125,10,100,10,8
1.5634765625,2.1205078125,1,0.380859375,2.1205078125,10,100,10,10
1.5634765625,2.1205078125,0,0.380859375,2.1205078125,10,100,10,13
1.5634765625,2.1205078125,2,0.380859375,2.1205078125,10,100,10,6
1.5634765625,2.1205078125,1,0.380859375,2.1205078125,10,100,10,10
3.1134765625,3.6705078125,1,0.880859375,3.6705078125,10,100,10,5
1.5634765625,2.1205078125,0,0.380859375,2.1205078125,10,100,10,4
1.5634765625,2.1205078125,2,0.380859375,2.1205078125,10,100,10,7
1.5634765625,2.1205078125,1,0.380859375,2.1205078125,10,100,10,19
3.1134765625,3.6705078125,2,0.880859375,3.6705078125,10,100,10,2
1.5634765625,2.1205078125,0,0.380859375,2.1205078125,10,100,10,5
1.5634765625,2.1205078125,2,0.380859375,2.1205078125,10,100,10,7
2.3384765625,4.4455078125,0,0.130859375,2.8955078125,10,100,10,4
3.1134765625,3.6705078125,2,0.880859375,3.6705078125,10,100,10,5
2.3384765625,4.4455078125,1,0.130859375,2.8955078125,10,100,10,8
3.1134765625,3.6705078125,1,0.880859375,3.6705078125,10,100,10,2
3.1134765625,3.6705078125,0,0.880859375,3.6705078125,10,100,10,1
3.1134765625,3.6705078125,2,0.880859375,3.6705078125,10,100,10,10
2.3384765625,4.4455078125,2,0.130859375,2.8955078125,10,100,10,9
3.1134765625,3.6705078125,1,0.880859375,3.6705078125,10,100,10,2
3.1134765625,3.6705078125,0,0.880859375,3.6705078125,10,100,10,19
3.1134765625,3.6705078125,2,0.880859375,3.6705078125,10,100,10,1
2.3384765625,4.4455078125,0,0.130859375,2.8955078125,10,100,10,33
3.1134765625,3.6705078125,1,0.880859375,3.6705078125,10,100,10,4
3.1134765625,3.6705078125,0,0.880859375,3.6705078125,10,100,10,2
3.1134765625,3.6705078125,2,0.880859375,3.6705078125,10,100,10,4
2.3384765625,4.4455078125,1,0.130859375,2.8955078125,10,100,10,14
3.1134765625,3.6705078125,1,0.880859375,3.6705078125,10,100,10,4
3.1134765625,3.6705078125,0,0.880859375,3.6705078125,10,100,10,3
3.1134765625,3.6705078125,2,0.880859375,3.6705078125,10,100,10,2
2.3384765625,4.4455078125,2,0.130859375,2.8955078125,10,100,10,5
3.1134765625,3.6705078125,1,0.880859375,3.6705078125,10,100,10,5
3.1134765625,3.6705078125,0,0.880859375,3.6705078125,10,100,10,8
3.1134765625,3.6705078125,2,0.880859375,3.6705078125,10,100,10,1
3.1134765625,3.6705078125,1,0.880859375,3.6705078125,10,100,10,5
2.3384765625,4.4455078125,0,0.130859375,2.8955078125,10,100,10,20
3.1134765625,3.6705078125,0,0.880859375,3.6705078125,10,100,10,2
3.1134765625,3.6705078125,2,0.880859375,3.6705078125,10,100,10,2
3.1134765625,3.6705078125,1,0.880859375,3.6705078125,10,100,10,6
2.3384765625,4.4455078125,1,0.130859375,2.8955078125,10,100,10,8
3.1134765625,3.6705078125,0,0.880859375,3.6705078125,10,100,10,9
3.1134765625,3.6705078125,2,0.880859375,3.6705078125,10,100,10,5
3.1134765625,3.6705078125,1,0.880859375,3.6705078125,10,100,10,2
2.3384765625,4.4455078125,2,0.130859375,2.8955078125,10,100,10,13
3.1134765625,3.6705078125,0,0.880859375,3.6705078125,10,100,10,6
3.8884765625,2.8955078125,2,0.630859375,4.4455078125,10,100,10,5
3.8884765625,2.8955078125,0,0.630859375,4.4455078125,10,100,10,7
3.8884765625,2.8955078125,1,0.630859375,4.4455078125,10,100,10,3
3.8884765625,2.8955078125,0,0.630859375,4.4455078125,10,100,10,2
2.3384765625,4.4455078125,2,0.130859375,2.8955078125,10,100,10,20
3.8884765625,2.8955078125,1,0.630859375,4.4455078125,10,100,10,7
2.3384765625,4.4455078125,1,0.130859375,2.8955078125,10,100,10,7
2.3384765625,4.4455078125,0,0.130859375,2.8955078125,10,100,10,1
2.3384765625,4.4455078125,2,0.130859375,2.8955078125,10,100,10,13
3.8884765625,2.8955078125,2,0.630859375,4.4455078125,10,100,10,3
2.3384765625,4.4455078125,1,0.130859375,2.8955078125,10,100,10,16
2.3384765625,4.4455078125,0,0.130859375,2.8955078125,10,100,10,29
2.3384765625,4.4455078125,2,0.130859375,2.8955078125,10,100,10,6
3.8884765625,2.8955078125,0,0.630859375,4.4455078125,10,100,10,2
2.3384765625,4.4455078125,1,0.130859375,2.8955078125,10,100,10,11
2.3384765625,4.4455078125,0,0.130859375,2.8955078125,10,100,10,21
2.3384765625,4.4455078125,2,0.130859375,2.8955078125,10,100,10,21
2.3384765625,4.4455078125,1,0.130859375,2.8955078125,10,100,10,7
3.8884765625,2.8955078125,1,0.630859375,4.4455078125,10,100,10,6
2.3384765625,4.4455078125,0,0.130859375,2.8955078125,10,100,10,6
2.3384765625,4.4455078125,2,0.130859375,2.8955078125,10,100,10,7
2.3384765625,4.4455078125,1,0.130859375,2.8955078125,10,100,10,3
3.8884765625,2.8955078125,2,0.630859375,4.4455078125,10,100,10,16
2.3384765625,4.4455078125,0,0.130859375,2.8955078125,10,100,10,24
2.3384765625,4.4455078125,2,0.130859375,2.8955078125,10,100,10,7
2.3384765625,4.4455078125,1,0.130859375,2.8955078125,10,100,10,9
3.8884765625,2.8955078125,0,0.630859375,4.4455078125,10,100,10,15
2.3384765625,4.4455078125,0,0.130859375,2.8955078125,10,100,10,16
2.3384765625,4.4455078125,2,0.130859375,2.8955078125,10,100,10,2
2.3384765625,4.4455078125,1,0.130859375,2.8955078125,10,100,10,10
3.8884765625,2.8955078125,1,0.630859375,4.4455078125,10,100,10,1
2.3384765625,4.4455078125,0,0.130859375,2.8955078125,10,100,10,7
2.7259765624999996,2.5080078125,1,0.505859375,3.2830078125,10,100,10,5
2.7259765624999996,2.5080078125,2,0.505859375,3.2830078125,10,100,10,3
2.7259765624999996,2.5080078125,0,0.505859375,3.2830078125,10,100,10,29
2.7259765624999996,2.5080078125,2,0.505859375,3.2830078125,10,100,10,13
2.7259765624999996,2.5080078125,1,0.505859375,3.2830078125,10,100,10,5
2.7259765624999996,2.5080078125,0,0.505859375,3.2830078125,10,100,10,3
2.7259765624999996,2.5080078125,0,0.505859375,3.2830078125,10,100,10,1
3.8884765625,2.8955078125,2,0.630859375,4.4455078125,10,100,10,5
3.8884765625,2.8955078125,1,0.630859375,4.4455078125,10,100,10,5
3.8884765625,2.8955078125,0,0.630859375,4.4455078125,10,100,10,2
2.7259765624999996,2.5080078125,1,0.505859375,3.2830078125,10,100,10,3
3.8884765625,2.8955078125,2,0.630859375,4.4455078125,10,100,10,6
3.8884765625,2.8955078125,1,0.630859375,4.4455078125,10,100,10,4
3.8884765625,2.8955078125,0,0.630859375,4.4455078125,10,100,10,6
2.7259765624999996,2.5080078125,2,0.505859375,3.2830078125,10,100,10,8
3.8884765625,2.8955078125,2,0.630859375,4.4455078125,10,100,10,1
3.8884765625,2.8955078125,1,0.630859375,4.4455078125,10,100,10,3
3.8884765625,2.8955078125,0,0.630859375,4.4455078125,10,100,10,4
3.8884765625,2.8955078125,2,0.630859375,4.4455078125,10,100,10,29
2.7259765624999996,2.5080078125,0,0.505859375,3.2830078125,10,100,10,13
3.8884765625,2.8955078125,1,0.630859375,4.4455078125,10,100,10,4
3.8884765625,2.8955078125,0,0.630859375,4.4455078125,10,100,10,4
3.8884765625,2.8955078125,2,0.630859375,4.4455078125,10,100,10,2
2.7259765624999996,2.5080078125,1,0.505859375,3.2830078125,10,100,10,5
3.8884765625,2.8955078125,1,0.630859375,4.4455078125,10,100,10,3
3.8884765625,2.8955078125,0,0.630859375,4.4455078125,10,100,10,18
3.8884765625,2.8955078125,2,0.630859375,4.4455078125,10,100,10,5
2.7259765624999996,2.5080078125,2,0.505859375,3.2830078125,10,100,10,3
3.8884765625,2.8955078125,1,0.630859375,4.4455078125,10,100,10,5
3.8884765625,2.8955078125,0,0.630859375,4.4455078125,10,100,10,2
3.8884765625,2.8955078125,2,0.630859375,4.4455078125,10,100,10,1
2.7259765624999996,2.5080078125,0,0.505859375,3.2830078125,10,100,10,14
