armyPerception,civilianPerception,percentCivilianGlassesWearers,redCrossPerception,totalNumberArmy,totalNumberCivilians,totalNumberRedCross,totalZombified
1.8419921874999998,4.2638671875,0.205078125,4.4576171875,10,100,10,11
3.3919921874999996,2.7138671875,0.705078125,2.9076171874999996,10,100,10,3
3.3919921874999996,2.7138671875,0.705078125,2.9076171874999996,10,100,10,7
3.3919921874999996,2.7138671875,0.705078125,2.9076171874999996,10,100,10,5
3.3919921874999996,2.7138671875,0.705078125,2.9076171874999996,10,100,10,0
3.3919921874999996,2.7138671875,0.705078125,2.9076171874999996,10,100,10,6
3.3919921874999996,2.7138671875,0.705078125,2.9076171874999996,10,100,10,3
3.3919921874999996,2.7138671875,0.705078125,2.9076171874999996,10,100,10,4
3.3919921874999996,2.7138671875,0.705078125,2.9076171874999996,10,100,10,12
3.3919921874999996,2.7138671875,0.705078125,2.9076171874999996,10,100,10,2
3.3919921874999996,2.7138671875,0.705078125,2.9076171874999996,10,100,10,8
1.4544921874999999,2.3263671875,0.580078125,1.7451171875,10,100,10,5
1.4544921874999999,2.3263671875,0.580078125,1.7451171875,10,100,10,11
1.4544921874999999,2.3263671875,0.580078125,1.7451171875,10,100,10,4
1.4544921874999999,2.3263671875,0.580078125,1.7451171875,10,100,10,14
1.4544921874999999,2.3263671875,0.580078125,1.7451171875,10,100,10,17
1.4544921874999999,2.3263671875,0.580078125,1.7451171875,10,100,10,6
1.4544921874999999,2.3263671875,0.580078125,1.7451171875,10,100,10,7
1.4544921874999999,2.3263671875,0.580078125,1.7451171875,10,100,10,16
1.4544921874999999,2.3263671875,0.580078125,1.7451171875,10,100,10,6
1.4544921874999999,2.3263671875,0.580078125,1.7451171875,10,100,10,7
3.0044921875,3.8763671875,0.080078125,3.2951171875,10,100,10,12
3.0044921875,3.8763671875,0.080078125,3.2951171875,10,100,10,3
3.0044921875,3.8763671875,0.080078125,3.2951171875,10,100,10,5
3.0044921875,3.8763671875,0.080078125,3.2951171875,10,100,10,8
3.0044921875,3.8763671875,0.080078125,3.2951171875,10,100,10,9
3.0044921875,3.8763671875,0.080078125,3.2951171875,10,100,10,9
3.0044921875,3.8763671875,0.080078125,3.2951171875,10,100,10,3
3.0044921875,3.8763671875,0.080078125,3.2951171875,10,100,10,13
3.0044921875,3.8763671875,0.080078125,3.2951171875,10,100,10,5
3.0044921875,3.8763671875,0.080078125,3.2951171875,10,100,10,6
2.2294921875,3.1013671875,0.830078125,2.5201171875,10,100,10,4
2.2294921875,3.1013671875,0.830078125,2.5201171875,10,100,10,7
2.2294921875,3.1013671875,0.830078125,2.5201171875,10,100,10,6
2.2294921875,3.1013671875,0.830078125,2.5201171875,10,100,10,3
2.2294921875,3.1013671875,0.830078125,2.5201171875,10,100,10,7
2.2294921875,3.1013671875,0.830078125,2.5201171875,10,100,10,3
2.2294921875,3.1013671875,0.830078125,2.5201171875,10,100,10,4
2.2294921875,3.1013671875,0.830078125,2.5201171875,10,100,10,13
2.2294921875,3.1013671875,0.830078125,2.5201171875,10,100,10,11
2.2294921875,3.1013671875,0.830078125,2.5201171875,10,100,10,5
3.7794921875,1.5513671875,0.330078125,4.0701171875,10,100,10,6
3.7794921875,1.5513671875,0.330078125,4.0701171875,10,100,10,7
3.7794921875,1.5513671875,0.330078125,4.0701171875,10,100,10,9
3.7794921875,1.5513671875,0.330078125,4.0701171875,10,100,10,6
3.7794921875,1.5513671875,0.330078125,4.0701171875,10,100,10,13
3.7794921875,1.5513671875,0.330078125,4.0701171875,10,100,10,3
3.7794921875,1.5513671875,0.330078125,4.0701171875,10,100,10,3
3.7794921875,1.5513671875,0.330078125,4.0701171875,10,100,10,31
3.7794921875,1.5513671875,0.330078125,4.0701171875,10,100,10,15
3.7794921875,1.5513671875,0.330078125,4.0701171875,10,100,10,9
1.6603515624999998,2.2173828125,0.162109375,4.1548828125,10,100,10,8
1.6603515624999998,2.2173828125,0.162109375,4.1548828125,10,100,10,10
1.6603515624999998,2.2173828125,0.162109375,4.1548828125,10,100,10,11
1.6603515624999998,2.2173828125,0.162109375,4.1548828125,10,100,10,9
1.6603515624999998,2.2173828125,0.162109375,4.1548828125,10,100,10,15
1.6603515624999998,2.2173828125,0.162109375,4.1548828125,10,100,10,9
1.6603515624999998,2.2173828125,0.162109375,4.1548828125,10,100,10,22
1.6603515624999998,2.2173828125,0.162109375,4.1548828125,10,100,10,11
1.6603515624999998,2.2173828125,0.162109375,4.1548828125,10,100,10,13
1.6603515624999998,2.2173828125,0.162109375,4.1548828125,10,100,10,27
3.2103515624999996,3.7673828125,0.662109375,2.6048828124999996,10,100,10,5
3.2103515624999996,3.7673828125,0.662109375,2.6048828124999996,10,100,10,4
3.2103515624999996,3.7673828125,0.662109375,2.6048828124999996,10,100,10,3
3.2103515624999996,3.7673828125,0.662109375,2.6048828124999996,10,100,10,1
3.2103515624999996,3.7673828125,0.662109375,2.6048828124999996,10,100,10,4
3.2103515624999996,3.7673828125,0.662109375,2.6048828124999996,10,100,10,3
3.2103515624999996,3.7673828125,0.662109375,2.6048828124999996,10,100,10,3
3.2103515624999996,3.7673828125,0.662109375,2.6048828124999996,10,100,10,4
3.2103515624999996,3.7673828125,0.662109375,2.6048828124999996,10,100,10,5
3.2103515624999996,3.7673828125,0.662109375,2.6048828124999996,10,100,10,5
2.4353515625,2.9923828125,0.412109375,3.3798828125,10,100,10,2
2.4353515625,2.9923828125,0.412109375,3.3798828125,10,100,10,5
2.4353515625,2.9923828125,0.412109375,3.3798828125,10,100,10,5
2.4353515625,2.9923828125,0.412109375,3.3798828125,10,100,10,3
2.4353515625,2.9923828125,0.412109375,3.3798828125,10,100,10,15
2.4353515625,2.9923828125,0.412109375,3.3798828125,10,100,10,11
2.4353515625,2.9923828125,0.412109375,3.3798828125,10,100,10,2
2.4353515625,2.9923828125,0.412109375,3.3798828125,10,100,10,5
2.4353515625,2.9923828125,0.412109375,3.3798828125,10,100,10,4
2.4353515625,2.9923828125,0.412109375,3.3798828125,10,100,10,11
3.9853515625,1.4423828125,0.912109375,1.8298828125,10,100,10,4
3.9853515625,1.4423828125,0.912109375,1.8298828125,10,100,10,4
3.9853515625,1.4423828125,0.912109375,1.8298828125,10,100,10,8
3.9853515625,1.4423828125,0.912109375,1.8298828125,10,100,10,11
3.9853515625,1.4423828125,0.912109375,1.8298828125,10,100,10,3
3.9853515625,1.4423828125,0.912109375,1.8298828125,10,100,10,3
3.9853515625,1.4423828125,0.912109375,1.8298828125,10,100,10,5
3.9853515625,1.4423828125,0.912109375,1.8298828125,10,100,10,12
3.9853515625,1.4423828125,0.912109375,1.8298828125,10,100,10,1
3.9853515625,1.4423828125,0.912109375,1.8298828125,10,100,10,13
1.9146484375,1.4302734375,0.478515625,4.1912109375,10,100,10,7
1.9146484375,1.4302734375,0.478515625,4.1912109375,10,100,10,21
1.9146484375,1.4302734375,0.478515625,4.1912109375,10,100,10,13
1.9146484375,1.4302734375,0.478515625,4.1912109375,10,100,10,9
1.9146484375,1.4302734375,0.478515625,4.1912109375,10,100,10,12
1.9146484375,1.4302734375,0.478515625,4.1912109375,10,100,10,4
1.9146484375,1.4302734375,0.478515625,4.1912109375,10,100,10,4
1.9146484375,1.4302734375,0.478515625,4.1912109375,10,100,10,19
1.9146484375,1.4302734375,0.478515625,4.1912109375,10,100,10,25
1.9146484375,1.4302734375,0.478515625,4.1912109375,10,100,10,11
3.4646484375,2.9802734375,0.978515625,2.6412109375,10,100,10,3
3.4646484375,2.9802734375,0.978515625,2.6412109375,10,100,10,10
3.4646484375,2.9802734375,0.978515625,2.6412109375,10,100,10,2
3.4646484375,2.9802734375,0.978515625,2.6412109375,10,100,10,1
3.4646484375,2.9802734375,0.978515625,2.6412109375,10,100,10,4
3.4646484375,2.9802734375,0.978515625,2.6412109375,10,100,10,3
3.4646484375,2.9802734375,0.978515625,2.6412109375,10,100,10,6
3.4646484375,2.9802734375,0.978515625,2.6412109375,10,100,10,4
3.4646484375,2.9802734375,0.978515625,2.6412109375,10,100,10,7
3.4646484375,2.9802734375,0.978515625,2.6412109375,10,100,10,5
2.6896484375,3.7552734375,0.228515625,3.4162109375,10,100,10,4
2.6896484375,3.7552734375,0.228515625,3.4162109375,10,100,10,5
2.6896484375,3.7552734375,0.228515625,3.4162109375,10,100,10,8
2.6896484375,3.7552734375,0.228515625,3.4162109375,10,100,10,9
2.6896484375,3.7552734375,0.228515625,3.4162109375,10,100,10,13
2.6896484375,3.7552734375,0.228515625,3.4162109375,10,100,10,3
2.6896484375,3.7552734375,0.228515625,3.4162109375,10,100,10,11
2.6896484375,3.7552734375,0.228515625,3.4162109375,10,100,10,25
2.6896484375,3.7552734375,0.228515625,3.4162109375,10,100,10,19
2.6896484375,3.7552734375,0.228515625,3.4162109375,10,100,10,7
4.2396484375,2.2052734375,0.728515625,1.8662109375,10,100,10,3
4.2396484375,2.2052734375,0.728515625,1.8662109375,10,100,10,12
4.2396484375,2.2052734375,0.728515625,1.8662109375,10,100,10,6
4.2396484375,2.2052734375,0.728515625,1.8662109375,10,100,10,3
4.2396484375,2.2052734375,0.728515625,1.8662109375,10,100,10,4
4.2396484375,2.2052734375,0.728515625,1.8662109375,10,100,10,3
4.2396484375,2.2052734375,0.728515625,1.8662109375,10,100,10,7
4.2396484375,2.2052734375,0.728515625,1.8662109375,10,100,10,9
4.2396484375,2.2052734375,0.728515625,1.8662109375,10,100,10,5
4.2396484375,2.2052734375,0.728515625,1.8662109375,10,100,10,6
2.3021484375,2.5927734375,0.603515625,2.2537109375,10,100,10,4
2.3021484375,2.5927734375,0.603515625,2.2537109375,10,100,10,6
2.3021484375,2.5927734375,0.603515625,2.2537109375,10,100,10,9
2.3021484375,2.5927734375,0.603515625,2.2537109375,10,100,10,13
2.3021484375,2.5927734375,0.603515625,2.2537109375,10,100,10,3
2.3021484375,2.5927734375,0.603515625,2.2537109375,10,100,10,7
2.3021484375,2.5927734375,0.603515625,2.2537109375,10,100,10,10
2.3021484375,2.5927734375,0.603515625,2.2537109375,10,100,10,4
2.3021484375,2.5927734375,0.603515625,2.2537109375,10,100,10,14
2.3021484375,2.5927734375,0.603515625,2.2537109375,10,100,10,10
3.8521484375,4.1427734375,0.103515625,3.8037109375,10,100,10,1
3.8521484375,4.1427734375,0.103515625,3.8037109375,10,100,10,2
3.8521484375,4.1427734375,0.103515625,3.8037109375,10,100,10,6
3.8521484375,4.1427734375,0.103515625,3.8037109375,10,100,10,2
3.8521484375,4.1427734375,0.103515625,3.8037109375,10,100,10,9
3.8521484375,4.1427734375,0.103515625,3.8037109375,10,100,10,3
3.8521484375,4.1427734375,0.103515625,3.8037109375,10,100,10,5
3.8521484375,4.1427734375,0.103515625,3.8037109375,10,100,10,16
3.8521484375,4.1427734375,0.103515625,3.8037109375,10,100,10,7
3.8521484375,4.1427734375,0.103515625,3.8037109375,10,100,10,10
1.5271484375,3.3677734375,0.853515625,1.4787109374999998,10,100,10,4
1.5271484375,3.3677734375,0.853515625,1.4787109374999998,10,100,10,7
1.5271484375,3.3677734375,0.853515625,1.4787109374999998,10,100,10,4
1.5271484375,3.3677734375,0.853515625,1.4787109374999998,10,100,10,3
1.5271484375,3.3677734375,0.853515625,1.4787109374999998,10,100,10,6
1.5271484375,3.3677734375,0.853515625,1.4787109374999998,10,100,10,8
1.5271484375,3.3677734375,0.853515625,1.4787109374999998,10,100,10,3
1.5271484375,3.3677734375,0.853515625,1.4787109374999998,10,100,10,5
1.5271484375,3.3677734375,0.853515625,1.4787109374999998,10,100,10,10
1.5271484375,3.3677734375,0.853515625,1.4787109374999998,10,100,10,5
3.0771484375,1.8177734374999999,0.353515625,3.0287109374999996,10,100,10,9
3.0771484375,1.8177734374999999,0.353515625,3.0287109374999996,10,100,10,1
3.0771484375,1.8177734374999999,0.353515625,3.0287109374999996,10,100,10,4
3.0771484375,1.8177734374999999,0.353515625,3.0287109374999996,10,100,10,15
3.0771484375,1.8177734374999999,0.353515625,3.0287109374999996,10,100,10,21
3.0771484375,1.8177734374999999,0.353515625,3.0287109374999996,10,100,10,7
3.0771484375,1.8177734374999999,0.353515625,3.0287109374999996,10,100,10,13
3.0771484375,1.8177734374999999,0.353515625,3.0287109374999996,10,100,10,5
3.0771484375,1.8177734374999999,0.353515625,3.0287109374999996,10,100,10,8
3.0771484375,1.8177734374999999,0.353515625,3.0287109374999996,10,100,10,8
2.8833984375,2.0115234375,0.041015625,1.6724609375,10,100,10,6
2.8833984375,2.0115234375,0.041015625,1.6724609375,10,100,10,7
2.8833984375,2.0115234375,0.041015625,1.6724609375,10,100,10,15
2.8833984375,2.0115234375,0.041015625,1.6724609375,10,100,10,11
2.8833984375,2.0115234375,0.041015625,1.6724609375,10,100,10,3
2.8833984375,2.0115234375,0.041015625,1.6724609375,10,100,10,4
2.8833984375,2.0115234375,0.041015625,1.6724609375,10,100,10,7
2.8833984375,2.0115234375,0.041015625,1.6724609375,10,100,10,12
2.8833984375,2.0115234375,0.041015625,1.6724609375,10,100,10,13
2.8833984375,2.0115234375,0.041015625,1.6724609375,10,100,10,13
4.4333984375,3.5615234375,0.541015625,3.2224609375,10,100,10,5
4.4333984375,3.5615234375,0.541015625,3.2224609375,10,100,10,7
4.4333984375,3.5615234375,0.541015625,3.2224609375,10,100,10,5
4.4333984375,3.5615234375,0.541015625,3.2224609375,10,100,10,6
4.4333984375,3.5615234375,0.541015625,3.2224609375,10,100,10,8
4.4333984375,3.5615234375,0.541015625,3.2224609375,10,100,10,3
4.4333984375,3.5615234375,0.541015625,3.2224609375,10,100,10,4
4.4333984375,3.5615234375,0.541015625,3.2224609375,10,100,10,8
4.4333984375,3.5615234375,0.541015625,3.2224609375,10,100,10,7
4.4333984375,3.5615234375,0.541015625,3.2224609375,10,100,10,4
2.1083984375,4.3365234375,0.291015625,2.4474609375,10,100,10,11
2.1083984375,4.3365234375,0.291015625,2.4474609375,10,100,10,3
2.1083984375,4.3365234375,0.291015625,2.4474609375,10,100,10,5
2.1083984375,4.3365234375,0.291015625,2.4474609375,10,100,10,11
2.1083984375,4.3365234375,0.291015625,2.4474609375,10,100,10,10
2.1083984375,4.3365234375,0.291015625,2.4474609375,10,100,10,11
2.1083984375,4.3365234375,0.291015625,2.4474609375,10,100,10,5
2.1083984375,4.3365234375,0.291015625,2.4474609375,10,100,10,6
2.1083984375,4.3365234375,0.291015625,2.4474609375,10,100,10,10
2.1083984375,4.3365234375,0.291015625,2.4474609375,10,100,10,8
3.6583984375,2.7865234374999996,0.791015625,3.9974609375,10,100,10,3
3.6583984375,2.7865234374999996,0.791015625,3.9974609375,10,100,10,8
3.6583984375,2.7865234374999996,0.791015625,3.9974609375,10,100,10,4
3.6583984375,2.7865234374999996,0.791015625,3.9974609375,10,100,10,3
3.6583984375,2.7865234374999996,0.791015625,3.9974609375,10,100,10,7
3.6583984375,2.7865234374999996,0.791015625,3.9974609375,10,100,10,5
3.6583984375,2.7865234374999996,0.791015625,3.9974609375,10,100,10,5
3.6583984375,2.7865234374999996,0.791015625,3.9974609375,10,100,10,7
3.6583984375,2.7865234374999996,0.791015625,3.9974609375,10,100,10,11
3.6583984375,2.7865234374999996,0.791015625,3.9974609375,10,100,10,6
1.7208984374999998,2.3990234375,0.916015625,3.6099609375,10,100,10,3
1.7208984374999998,2.3990234375,0.916015625,3.6099609375,10,100,10,4
1.7208984374999998,2.3990234375,0.916015625,3.6099609375,10,100,10,6
1.7208984374999998,2.3990234375,0.916015625,3.6099609375,10,100,10,8
1.7208984374999998,2.3990234375,0.916015625,3.6099609375,10,100,10,7
1.7208984374999998,2.3990234375,0.916015625,3.6099609375,10,100,10,10
1.7208984374999998,2.3990234375,0.916015625,3.6099609375,10,100,10,3
1.7208984374999998,2.3990234375,0.916015625,3.6099609375,10,100,10,10
1.7208984374999998,2.3990234375,0.916015625,3.6099609375,10,100,10,7
1.7208984374999998,2.3990234375,0.916015625,3.6099609375,10,100,10,3
3.2708984374999996,3.9490234375,0.416015625,2.0599609375,10,100,10,4
3.2708984374999996,3.9490234375,0.416015625,2.0599609375,10,100,10,6
3.2708984374999996,3.9490234375,0.416015625,2.0599609375,10,100,10,5
3.2708984374999996,3.9490234375,0.416015625,2.0599609375,10,100,10,7
3.2708984374999996,3.9490234375,0.416015625,2.0599609375,10,100,10,8
3.2708984374999996,3.9490234375,0.416015625,2.0599609375,10,100,10,3
3.2708984374999996,3.9490234375,0.416015625,2.0599609375,10,100,10,2
3.2708984374999996,3.9490234375,0.416015625,2.0599609375,10,100,10,4
3.2708984374999996,3.9490234375,0.416015625,2.0599609375,10,100,10,4
3.2708984374999996,3.9490234375,0.416015625,2.0599609375,10,100,10,4
2.4958984375,3.1740234375,0.666015625,4.3849609375,10,100,10,4
2.4958984375,3.1740234375,0.666015625,4.3849609375,10,100,10,5
2.4958984375,3.1740234375,0.666015625,4.3849609375,10,100,10,4
2.4958984375,3.1740234375,0.666015625,4.3849609375,10,100,10,5
2.4958984375,3.1740234375,0.666015625,4.3849609375,10,100,10,3
2.4958984375,3.1740234375,0.666015625,4.3849609375,10,100,10,3
2.4958984375,3.1740234375,0.666015625,4.3849609375,10,100,10,5
2.4958984375,3.1740234375,0.666015625,4.3849609375,10,100,10,7
2.4958984375,3.1740234375,0.666015625,4.3849609375,10,100,10,4
2.4958984375,3.1740234375,0.666015625,4.3849609375,10,100,10,3
4.0458984375,1.6240234375,0.166015625,2.8349609375,10,100,10,4
4.0458984375,1.6240234375,0.166015625,2.8349609375,10,100,10,10
4.0458984375,1.6240234375,0.166015625,2.8349609375,10,100,10,1
4.0458984375,1.6240234375,0.166015625,2.8349609375,10,100,10,15
4.0458984375,1.6240234375,0.166015625,2.8349609375,10,100,10,2
4.0458984375,1.6240234375,0.166015625,2.8349609375,10,100,10,3
4.0458984375,1.6240234375,0.166015625,2.8349609375,10,100,10,11
4.0458984375,1.6240234375,0.166015625,2.8349609375,10,100,10,2
4.0458984375,1.6240234375,0.166015625,2.8349609375,10,100,10,5
4.0458984375,1.6240234375,0.166015625,2.8349609375,10,100,10,8
2.90458984375,1.6512695312499999,0.8505859375,2.08115234375,10,100,10,5
2.90458984375,1.6512695312499999,0.8505859375,2.08115234375,10,100,10,10
2.90458984375,1.6512695312499999,0.8505859375,2.08115234375,10,100,10,7
2.90458984375,1.6512695312499999,0.8505859375,2.08115234375,10,100,10,17
2.90458984375,1.6512695312499999,0.8505859375,2.08115234375,10,100,10,13
2.90458984375,1.6512695312499999,0.8505859375,2.08115234375,10,100,10,21
2.90458984375,1.6512695312499999,0.8505859375,2.08115234375,10,100,10,6
2.90458984375,1.6512695312499999,0.8505859375,2.08115234375,10,100,10,30
2.90458984375,1.6512695312499999,0.8505859375,2.08115234375,10,100,10,10
2.90458984375,1.6512695312499999,0.8505859375,2.08115234375,10,100,10,1
4.45458984375,3.20126953125,0.3505859375,3.63115234375,10,100,10,2
4.45458984375,3.20126953125,0.3505859375,3.63115234375,10,100,10,6
4.45458984375,3.20126953125,0.3505859375,3.63115234375,10,100,10,7
4.45458984375,3.20126953125,0.3505859375,3.63115234375,10,100,10,1
4.45458984375,3.20126953125,0.3505859375,3.63115234375,10,100,10,1
4.45458984375,3.20126953125,0.3505859375,3.63115234375,10,100,10,5
4.45458984375,3.20126953125,0.3505859375,3.63115234375,10,100,10,6
4.45458984375,3.20126953125,0.3505859375,3.63115234375,10,100,10,8
4.45458984375,3.20126953125,0.3505859375,3.63115234375,10,100,10,13
4.45458984375,3.20126953125,0.3505859375,3.63115234375,10,100,10,5
2.12958984375,3.97626953125,0.6005859375,2.85615234375,10,100,10,4
2.12958984375,3.97626953125,0.6005859375,2.85615234375,10,100,10,3
2.12958984375,3.97626953125,0.6005859375,2.85615234375,10,100,10,1
2.12958984375,3.97626953125,0.6005859375,2.85615234375,10,100,10,4
2.12958984375,3.97626953125,0.6005859375,2.85615234375,10,100,10,11
2.12958984375,3.97626953125,0.6005859375,2.85615234375,10,100,10,3
2.12958984375,3.97626953125,0.6005859375,2.85615234375,10,100,10,3
2.12958984375,3.97626953125,0.6005859375,2.85615234375,10,100,10,12
2.12958984375,3.97626953125,0.6005859375,2.85615234375,10,100,10,15
2.12958984375,3.97626953125,0.6005859375,2.85615234375,10,100,10,15
3.67958984375,2.42626953125,0.1005859375,4.40615234375,10,100,10,6
3.67958984375,2.42626953125,0.1005859375,4.40615234375,10,100,10,14
3.67958984375,2.42626953125,0.1005859375,4.40615234375,10,100,10,1
3.67958984375,2.42626953125,0.1005859375,4.40615234375,10,100,10,6
3.67958984375,2.42626953125,0.1005859375,4.40615234375,10,100,10,5
3.67958984375,2.42626953125,0.1005859375,4.40615234375,10,100,10,4
3.67958984375,2.42626953125,0.1005859375,4.40615234375,10,100,10,6
3.67958984375,2.42626953125,0.1005859375,4.40615234375,10,100,10,5
3.67958984375,2.42626953125,0.1005859375,4.40615234375,10,100,10,3
3.67958984375,2.42626953125,0.1005859375,4.40615234375,10,100,10,18
1.7420898437499999,2.81376953125,0.2255859375,3.24365234375,10,100,10,8
1.7420898437499999,2.81376953125,0.2255859375,3.24365234375,10,100,10,7
1.7420898437499999,2.81376953125,0.2255859375,3.24365234375,10,100,10,16
1.7420898437499999,2.81376953125,0.2255859375,3.24365234375,10,100,10,13
1.7420898437499999,2.81376953125,0.2255859375,3.24365234375,10,100,10,15
1.7420898437499999,2.81376953125,0.2255859375,3.24365234375,10,100,10,7
1.7420898437499999,2.81376953125,0.2255859375,3.24365234375,10,100,10,4
1.7420898437499999,2.81376953125,0.2255859375,3.24365234375,10,100,10,15
1.7420898437499999,2.81376953125,0.2255859375,3.24365234375,10,100,10,4
1.7420898437499999,2.81376953125,0.2255859375,3.24365234375,10,100,10,6
3.29208984375,4.36376953125,0.7255859375,1.69365234375,10,100,10,4
3.29208984375,4.36376953125,0.7255859375,1.69365234375,10,100,10,3
3.29208984375,4.36376953125,0.7255859375,1.69365234375,10,100,10,5
3.29208984375,4.36376953125,0.7255859375,1.69365234375,10,100,10,5
3.29208984375,4.36376953125,0.7255859375,1.69365234375,10,100,10,1
3.29208984375,4.36376953125,0.7255859375,1.69365234375,10,100,10,3
3.29208984375,4.36376953125,0.7255859375,1.69365234375,10,100,10,6
3.29208984375,4.36376953125,0.7255859375,1.69365234375,10,100,10,7
3.29208984375,4.36376953125,0.7255859375,1.69365234375,10,100,10,7
3.29208984375,4.36376953125,0.7255859375,1.69365234375,10,100,10,7
2.51708984375,3.58876953125,0.4755859375,4.01865234375,10,100,10,5
2.51708984375,3.58876953125,0.4755859375,4.01865234375,10,100,10,7
2.51708984375,3.58876953125,0.4755859375,4.01865234375,10,100,10,4
2.51708984375,3.58876953125,0.4755859375,4.01865234375,10,100,10,16
2.51708984375,3.58876953125,0.4755859375,4.01865234375,10,100,10,16
2.51708984375,3.58876953125,0.4755859375,4.01865234375,10,100,10,10
2.51708984375,3.58876953125,0.4755859375,4.01865234375,10,100,10,4
2.51708984375,3.58876953125,0.4755859375,4.01865234375,10,100,10,7
2.51708984375,3.58876953125,0.4755859375,4.01865234375,10,100,10,18
2.51708984375,3.58876953125,0.4755859375,4.01865234375,10,100,10,4
4.06708984375,2.03876953125,0.9755859375,2.4686523437499996,10,100,10,6
4.06708984375,2.03876953125,0.9755859375,2.4686523437499996,10,100,10,3
4.06708984375,2.03876953125,0.9755859375,2.4686523437499996,10,100,10,4
4.06708984375,2.03876953125,0.9755859375,2.4686523437499996,10,100,10,2
4.06708984375,2.03876953125,0.9755859375,2.4686523437499996,10,100,10,3
4.06708984375,2.03876953125,0.9755859375,2.4686523437499996,10,100,10,7
4.06708984375,2.03876953125,0.9755859375,2.4686523437499996,10,100,10,3
4.06708984375,2.03876953125,0.9755859375,2.4686523437499996,10,100,10,8
4.06708984375,2.03876953125,0.9755859375,2.4686523437499996,10,100,10,10
4.06708984375,2.03876953125,0.9755859375,2.4686523437499996,10,100,10,12
1.93583984375,1.84501953125,0.6630859375,3.82490234375,10,100,10,4
1.93583984375,1.84501953125,0.6630859375,3.82490234375,10,100,10,4
1.93583984375,1.84501953125,0.6630859375,3.82490234375,10,100,10,7
1.93583984375,1.84501953125,0.6630859375,3.82490234375,10,100,10,10
1.93583984375,1.84501953125,0.6630859375,3.82490234375,10,100,10,4
1.93583984375,1.84501953125,0.6630859375,3.82490234375,10,100,10,4
1.93583984375,1.84501953125,0.6630859375,3.82490234375,10,100,10,5
1.93583984375,1.84501953125,0.6630859375,3.82490234375,10,100,10,12
1.93583984375,1.84501953125,0.6630859375,3.82490234375,10,100,10,3
1.93583984375,1.84501953125,0.6630859375,3.82490234375,10,100,10,5
3.48583984375,3.39501953125,0.1630859375,2.27490234375,10,100,10,5
3.48583984375,3.39501953125,0.1630859375,2.27490234375,10,100,10,5
3.48583984375,3.39501953125,0.1630859375,2.27490234375,10,100,10,5
3.48583984375,3.39501953125,0.1630859375,2.27490234375,10,100,10,4
3.48583984375,3.39501953125,0.1630859375,2.27490234375,10,100,10,8
3.48583984375,3.39501953125,0.1630859375,2.27490234375,10,100,10,3
3.48583984375,3.39501953125,0.1630859375,2.27490234375,10,100,10,3
3.48583984375,3.39501953125,0.1630859375,2.27490234375,10,100,10,14
3.48583984375,3.39501953125,0.1630859375,2.27490234375,10,100,10,15
3.48583984375,3.39501953125,0.1630859375,2.27490234375,10,100,10,8
2.7108398437499996,4.17001953125,0.9130859375,3.04990234375,10,100,10,5
2.7108398437499996,4.17001953125,0.9130859375,3.04990234375,10,100,10,1
2.7108398437499996,4.17001953125,0.9130859375,3.04990234375,10,100,10,2
2.7108398437499996,4.17001953125,0.9130859375,3.04990234375,10,100,10,6
2.7108398437499996,4.17001953125,0.9130859375,3.04990234375,10,100,10,5
2.7108398437499996,4.17001953125,0.9130859375,3.04990234375,10,100,10,5
2.7108398437499996,4.17001953125,0.9130859375,3.04990234375,10,100,10,3
2.7108398437499996,4.17001953125,0.9130859375,3.04990234375,10,100,10,1
2.7108398437499996,4.17001953125,0.9130859375,3.04990234375,10,100,10,6
2.7108398437499996,4.17001953125,0.9130859375,3.04990234375,10,100,10,5
4.26083984375,2.6200195312499996,0.4130859375,1.4999023437499999,10,100,10,7
4.26083984375,2.6200195312499996,0.4130859375,1.4999023437499999,10,100,10,2
4.26083984375,2.6200195312499996,0.4130859375,1.4999023437499999,10,100,10,4
4.26083984375,2.6200195312499996,0.4130859375,1.4999023437499999,10,100,10,2
4.26083984375,2.6200195312499996,0.4130859375,1.4999023437499999,10,100,10,3
4.26083984375,2.6200195312499996,0.4130859375,1.4999023437499999,10,100,10,4
4.26083984375,2.6200195312499996,0.4130859375,1.4999023437499999,10,100,10,3
4.26083984375,2.6200195312499996,0.4130859375,1.4999023437499999,10,100,10,13
4.26083984375,2.6200195312499996,0.4130859375,1.4999023437499999,10,100,10,5
4.26083984375,2.6200195312499996,0.4130859375,1.4999023437499999,10,100,10,15
2.32333984375,2.23251953125,0.2880859375,2.66240234375,10,100,10,4
2.32333984375,2.23251953125,0.2880859375,2.66240234375,10,100,10,15
2.32333984375,2.23251953125,0.2880859375,2.66240234375,10,100,10,7
2.32333984375,2.23251953125,0.2880859375,2.66240234375,10,100,10,5
2.32333984375,2.23251953125,0.2880859375,2.66240234375,10,100,10,6
2.32333984375,2.23251953125,0.2880859375,2.66240234375,10,100,10,3
2.32333984375,2.23251953125,0.2880859375,2.66240234375,10,100,10,11
2.32333984375,2.23251953125,0.2880859375,2.66240234375,10,100,10,32
2.32333984375,2.23251953125,0.2880859375,2.66240234375,10,100,10,9
2.32333984375,2.23251953125,0.2880859375,2.66240234375,10,100,10,4
3.87333984375,3.78251953125,0.7880859375,4.21240234375,10,100,10,2
3.87333984375,3.78251953125,0.7880859375,4.21240234375,10,100,10,3
